Binary,Real
15.1445,0.176225
20.9948,0.176225
17.8539,0.176225
13.5056,0.176225
12.9693,0.176225
14.037,0.176225
13.7639,0.176225
12.493,0.176225
13.9872,0.176225
11.2365,0.176225
11.0094,0.176225
11.0094,0.176225
9.9756,0.176225
10.7484,0.176225
16.2419,0.176225
15.2469,0.176225
14.6846,0.176225
12.8678,0.176225
9.05079,0.176225
15.0409,0.176225
11.1225,0.176225
9.77213,0.176225
9.77213,0.176225
9.16804,0.176225
12.075,0.176225
10.9348,0.176225
11.1653,0.176225
11.2373,0.176225
9.30359,0.176225
17.2414,0.176225
14.5842,0.176225
11.0761,0.176225
8.54723,0.176225
13.3903,0.176225
13.3903,0.176225
10.6676,0.176225
14.5998,0.176225
10.0433,0.176225
11.6065,0.176225
11.3531,0.169977
8.28997,0.169977
11.017,0.169977
17.8209,0.169977
17.8209,0.169977
9.73849,0.169977
9.72458,0.169977
9.72458,0.169977
12.6313,0.169977
8.95126,0.169977
16.3199,0.169977
15.4576,0.169977
13.9732,0.169977
